name,city,tagline,description,word_count,char_count
Predictive Research,Bangalore,Predictive Modeling Platform for Big Data,,6,41
Glambberg,Bangalore,Airbnb for Movie locations,"Glambberg is a mobile marketplace and go-to platform for great locations (Independent house/farm house/commercial spaces/vacant land/studios/more can be added) FOR movie makers, indies video makers/pop albums/ad videos, festivals/ any  other purpose, also for local ...",4,26
Multi Recruit,Bangalore,Customised recruitment solutions company,"vertise on 20 top job boards, niche websites and social media sites & we have an extensive candidate databases. ...",4,40
TeamChirp,Bangalore,Team(Chat + Discuss + Tasks + Notes) = TeamChirp,"y to use UI and ability to add in unlimited team members, Teamchirp is a one-stop shop for all your team collaboration ...",9,48
ProdNote,Bangalore,Product Notes from People whom you Trust,Product notes from people whom you trust.,7,40
Finmoney Zone Financial Services,Bangalore,Direct Sales associate to Major Banks,"We are Direct Sales associate to Major Banks dealing with personal loans & Home loans. Salaried people of Mnc,Pvt Limited company are our customers. We act as a bridge   between  Bank & Customers in providing the required clarifications regarding loan details & ...",6,37
One3One4,Bangalore,Advergames,"Product Name: Minute Games
We make mobile game packs where brands can be displayed dynamically as a part of the game experience itself.
Brands can be used as props, for example, a coke or a pepsi can in a simple naughts and crosses game gives a different visual ...",1,10
stugether,Bangalore,A social learning platform that connects learners to peer group learners and tutors.,"StuGether is a social learning platform that connects learners to peer group learners and tutors from the similar stream of education
The idea of StuGether was born out of a perceived unfulfilled need in the arena of online education.  During our many forays into ...",13,84
Snapwiz Edutech,Bangalore,Personalized Learning,"Snapwiz is an educational products company with offices in Silicon Valley, USA and Bangalore, India
Snapwiz works with publishers to offer a unique learning solution that is personalized, powerful, and accessible everywhere using web, smartphone and tablet.
Snapwiz ...",2,21
64arts.in,Bangalore,"Affordable art design studio, interiors and Architecture","64arts.in is an affordable art design studio offering personalised gifting, selling unframed canvas art prints of Raja Ravi Varma paintings, Kerala Mural art paintings and collection of iconic famous paintings of world artists as well as paintings of Gods, collages, ...",7,56
Easy Price,Bangalore,Online offline price comparison mobile app,"Easy Price App helps you make the best buying decision by getting you prices and offers from local stores, which you can compare with that of online shopping apps/sites.
It's the only price comparison app that 
- gets you on-demand prices from the the local stores
- ...",6,42
Instahealth,Bangalore,On-demand health guidance,"Instahealth is a mobile app which connects you with a personal coach who helps you live healthy - mentally or physically and works only with you everytime, every day, tailored to your needs.",3,25
Motsee,Bangalore,Directory of moving vehicles offering public services,Motsee is a technology startup to build worlds first GPS based open platform for moving services and people. This will give a Uber kind of experience for any moving services and people by bringing GPS technology to common people. By connecting nearest moving services ...,7,53
Skyriz,Bangalore,iPhone for the blind,"Ray is the first smartphone which is completely Braille based. It solves the problems inherent in the existing solutions, especially the problem of interacting with the phone. Both input and output in the phone can be done over Braille. Ray features a Braille user ...",4,20
Medinous,Bangalore,A web-enabled hospital management system,"Medinous is a fully integrated web enabled Hospital Management System for mid-size to large hospitals and clinics. Medinous is developed by NOUS Infosystems and MentisSoft Solutions, a leading healthcare and education software products provider, distributes and ...",5,40
Moxtra,Bangalore,Team Collaboration App and SDK,"Moxtra is a powerful team collaboration app and SDK for iOS, Android and the web. Moxtra is a private company, founded in 2012 by Subrah Iyar and Stanley Huang. Both seasoned veterans of the collaboration industry with their decades of experience at WebEx and Cisco ...",5,30
ConversionMonk,Bangalore,Automated Conversion Rate Optimization Software,"ConversionMonk boosts website sales & conversions with behavioral science. We decipher each visitor's buying concerns & motives and auto-magically react with Real-Time Behavioral Targeting. Our proven, revolutionary system quickly increases website sales and conversions ...",5,47
ByteBlazers,Bangalore,Education tool (KonnectCampus); Waste Management (OnlineKabadi).,di - development phase - Help in selling scrap and manage waste. ...,6,64
JAG & WYT Solutions,Bangalore,child security in the school,"we have developed a solution to protect the child from abuses within the school.
Every school will be the potential customer. this product is designed with the affordability cost.
many benefits to the child like medical assistance, abuse by the teachers, abuse ...",5,28
Vitesla,Bangalore,Buzz - Neighborhood specific hyperlocal Mobile IM platform,"Buzz (Your window to your neighborhood), helps in building a social network within your neighborhood using your smartphone, combining the features of Facebook, Whats App and Foursquare.",8,58
PifropGames,Bangalore,Next generation touch based game (Fruit ninja),we are working on a project which leverages ...,7,46
Remotorder.net,Bangalore,Enabling online ordering for restaurants,"Remoteorder.net allows restaurants globally to enable online ordering on their own, from their own websites, within minutes, at a price point they will love. Very soon restaurants can offer their own mobile app and also accept online payments. In short, we are ...",5,40
TalentBridge Technologies,Bangalore,"Online Learning, Assessment, Training and Certification Platform",(www.testkhan.com): Online testing ...,7,64
FHS IdeaLab,Bangalore,"Platform to enable startups to get fundable faster,the right way",Platform connecting Entrepreneurial ecosystem to enable Early-stage Startups for Seed funding,10,64
Touchfone Technology,Bangalore,Video solutions for emerging markets,"A complete video platform for emerging markets and bandwidth constrained geographies. The platform can deliver streaming video, DRM enabled downloads, live streams and can also enable seamless in stream video advetisements.",5,36
SportsTurtle,Bangalore,Twitter/Zomato for Sports and fitness,"SportsTurtle is a location based sports/fitness application which helps users to lead an active and healthy lifestyle by connecting them with the right resources in the form of experts, (coaches, trainers, nutritionists, dietitians)  buddies to play, outdoor activities, ...",5,37
giftSomethin',Bangalore,Social gifting service that helps people gift/receive the best possible gift ever.,"create a personal profile & add other users as contacts (like a social network)
- They can send ...",12,82
Fume Group,Bangalore,A group for almost all online services.,"Its a group of around 11-15 websites for giving all the online services to customers, all over the world.
Including social networking site,online shopping,affiliate marketing,online games etc etc etc.
There are many new ideas . And in online shopping,affiliate ...",7,39
Buzzinga,Bangalore,Social Media Analytics Simplification,"stens into all mainstream social media sources such as Twitter, Facebook public, Google+, YouTube, Instagram and Flickr and also maintains ...",4,37
PiddlyBox,Bangalore,Online Shopping Search Engine,"Our aim is to make online shopping more experiential and informed. We are an E-Commerce search engine that focuses on attracting new customers to E-commerce, who are not yet online due to various reasons. We build features and services (Both online and offline), ...",4,29
Zero-Q,Bangalore,Cloud based instant billing platform for supermarkets.,"nding your product choice, the supermarket can then provide relevant product discount ...",7,54
eduladder,Bangalore,A database of notes and study materials from many different branches of education,"A database of notes and study materials from many different branches of education are at your disposal to provide quality study material, as supplied by learners  lecturers as well And the user interface is produced using one AI layer for effective browsing.
This ...",13,81
commonfloor.com,Bangalore,"Think Homes, Think Commonfloor.com","Commonfloor.com is India's #1 real estate portal dedicated to apartments and gated communities. It is also the first to host an online community management platform that extends its role way beyond buying, selling or renting properties. We aim to be a one-stop ...",4,34
RentSher,Bangalore,Next Gen Colaborative Consumption Platform,,5,42
Infinite Loop,Bangalore,A Web Dev Startup,"We create digital content that enhances your business and benefits your customers. From idea to execution, we love doing things better. Our core competence is the design and development of beautiful, intuitive and easy-to-use websites.",4,17
Symphony Films,Bangalore,Film Making (Feature Films),At Symphony Films we make feature films for niche audience in the entertainment industry.,4,27
Wishary,Bangalore,Fashion discovery platform,Wishary is a social fashion discovery platform that allows users to post their desired products and get advice as well as relevant recommendations by other members of the community online. People can either post a wish as to what they are looking to buy or a product ...,3,26
Clik2KNow,Bangalore,Amazon for all kinds of Ceremonies,"Clik2Know lets you to find all the list of 'to do's"" and give you the list of all service providers in your desired location for the ceremonies, according to number of people who may attend it.
The service is according to user with Free and Premium, where the access ...",6,34
Efox (Exchange Fox ),Bangalore,Every trip pays,,3,15
Chipster,Bangalore,Compact Computing Device,"e Intel reference design, the compact form factor helps in reducing the overall space required to house a high end computer. This little device which is 4 cubic inches in size can take a range of ...",3,24
nuVizz Software Solutions Pvt.,Bangalore,Mobile business software solutions and Supply Chain consulting services,"NuVizz is an Enterprise Mobile Solutions Provider and is leading provider for Mobile Device Management that manages variety of mobile devices from iPad/iPod/iPhone and Android platform across industries such as retail, healthcare, education. Nuvizz mobile solution ...",9,71
Glowship,Bangalore,Market place for energy products,"Glowship is a unique, first of its kind marketplace for energy and environment related products, solutions and services. The Glowship marketplace platform carries a wide selection of high quality products from leading manufacturers sold by authorized merchants ...",5,32
WireCamp Media Factory,Bangalore,Digital Agency,WireCamp is a new-age startup focusing delivering digital content management services for enterprises. Our product portfolios also includes creating custom mobile and web applications.,2,14
Inneds,Bangalore,Your Network Makes Sense,e; Relations ...,4,24
Hirenodes,Bangalore,Hyperlocal Freelance Marketplace,"am of 4 and just launched our public beta on Android Play store. 
Here is an introduction to our team and our idea. https://www.f6s.com/hirenodes
Will ...",3,32
Zapp,Bangalore,A new communication platform for the IoT world,Stealth mode - venture funded by Accel Partners,8,46
PiFrOp games,Bangalore,Next generation touch based game,loping a skill based game leveraging ...,5,32
Raio,Bangalore,Raio- Who's around?,"The app conceptualizes a location based social network with a map based UI. Users will be able to see their friends real-time on the map with a privacy setting,called radius, which facilitates a unique reciprocal relationship between the user and his friends. This ...",3,19
LogikAvenue IT Solutions,Bangalore,Android based POS,Android Based PoS for Quick Service Restaurants and Retail outlets.,3,17
PipeCast,Bangalore,Video Project Collaboration  & Streaming Platform,"not it!  We are working on one more great product,  PipeCast 1.0 (PipeCast ...",6,49
Masala Chai,Bangalore,Happening Teafe,Masala Chai is a Teafe born out of passion of two experienced individuals. This year old cafe sees about 1k footfalls per day serving close to 500+ cups of quality hot and cold beverages primarily Indian tea. Alongside people also have an option of choosing wide ...,2,15
Rollio,Bangalore,A Xbox like gaming platform for outdoor playing,"ides children with a fun, addictive alternative to playing games on the iPad and it offers parents a powerful ...",8,47
Explore Mobility,Bangalore,Loyalty Program,"We are an android based loyalty program. We are designed to reduce the small businesses' and service providers' cost to retain and increase their customer base.
We also provide them to advertise their products and services directly to their customers smart-phones ...",2,15
Traverse Outdoor Gear,Bangalore,super functional outdoor apparel,unctional outdoor apparel,4,32
Telemedrev,Bangalore,Technology driven Telehealth Services,"Telemedrev is a Healthcare Services company that will provide the backbone for Patients to receive quality care at reasonable costs. Levarging IOT technology, a robust Telehealth Platform - Orion and highly experienced and qualified Physicians on call, we intend ...",4,37
Jogiv,Bangalore,"Think about ""Joy of Giving""","Jogiv.com is an online platform connecting to the needs of less fortunate individuals and communities through social campaigns from all walks of life. Jogiv.com is just not a Social Cause collective economy website, it is rather a drive to make the “Joy of Giving” ...",5,27
SPM IT Solutions,Bangalore,SPM is one of the fastest growing software company.,"custom application, Office intranet application, CRM, E- commerce application, SEO and SEM",9,51
WhyNot Innovations Private Limited,Bangalore,Only Integrated Reservation Management solution,"Diary's key features are, Lead Management ...",5,47
Olodum Retail private,Bangalore,E commerce Surplus Fashion Liquidators for Big Brands,"Helping top brands (top 10 to 20 in India) such as Lee, Levis, Wrangler, Timberland, Vans et al in liquidating their surplus/overstock/unsold inventory through our consumer facing e-commerce platform halftheMRP.com (quiet similar to overstock.com in the States) ...",8,53
Reddonatura,Bangalore,"G2G ""GARBAGE 2 GREEN"" INTEGRATED SOLID WASTE MANAGEMENT SOLUTIONS""","natura bring you ""RNATURE""Automatic Organic Waste Composting Reactor catering B2B Segment ranging ...",9,66
DrumUp,Bangalore,Taking the Pain Out of Social Media Content Management,"DrumUp is a social media virtual assistant for social media managers and businesses. It discovers relevant and share-worthy content for your Twitter and Facebook page audience, and queues it for sharing. DrumUp uses sophisticated NLP and data mining algorithms ...",9,54
Bhoole Bisre Geet,Bangalore,Spreading Happiness via Music,ng Happiness via Music,4,29
Techinformatic Software labs,Bangalore,Short term to long term stay online booking (housing.com),Developing an idea which is related to Housing.com or Airbnb.com but ours is different than those. Our target is staying and Stay is not in hotels and it is specific to hostels and family homes which are vacant.,9,57
Self (not registered as company yet),Bangalore,IoT and smart cities,"Today's IoT propositions are based of WiFi, BT and other existing wireless technologies. Take for instance the much talked about area of smart homes. Imagine having 10-20 sensors in the house and having WiFi/BT built into each of them - the hardware cost would ...",4,20
Discount Mantra,Bangalore,"Latest Coupons, Deals, Offers, Promo Codes","Discount Mantra provides free coupons, deals, offers, promo codes from all major shopping sites including Flipkart, Jabong, Yatra, Amazon, Redbus and more. We bring you online discounts and great savings on apparels, electronics, restaurants, entertainment, travel, ...",6,42
Bitzotik,Bangalore,Grocery delivery in 2 hrs,bizibee helps consumers save time by ordering groceries from their mobile and get it delivered in 2 hrs. We forward the order to a grocery store near the user thereby helping store owners increase their sales.,5,25
Zubio,Bangalore,Let's MAKE IT COUNT!,"We believe that together we can MAKE IT COUNT!
Launching soon in Bengaluru.",4,20
Fordolly,Bangalore,Comfort and style for little girls,"Fordolly is an elegant, classy and stylish dress for little girls between the age group of 1 to 8 years. This dress is as comfortable as it is classy.
A Fordolly dress is sort after by a mother who is educated, well-travelled, wants the exclusivity of current trend ...",6,34
MobiComKit,Bangalore,Integrate messaging into your product in few mins,r engagement with ...,8,49
Fastura Technologies,Bangalore,Numero Uno Mobile App for MCX Market,"MCX Market Tracker is an Android Mobile App which providing MCX Live Price, Pivot Levels, Tips and Chart. It's one of the TOP3 Mobile App in Google Play Store among 200+ MCX apps. Our product MCX Market Tracker is well-received by users and stands high in the apps ...",7,36
Vibrant HR,Bangalore,We offer Integrated Recruitment Solutions in-time Sourcing Capability.,"Our internal processes are flexible enough to deliver as per customer requirements. We exercise strict quality control and task monitoring.
Customer Service and Relationship Management: Our services ensure a higher success rate with candidates as well as a long-standing ...",8,70
Metagan Technologies,Bangalore,Internet of things startup,"Metagan & the team are thriving hard to unify the digital world & the physical world by implementing cutting edge technologies to make your life,a better reason to live.",4,26
Urban Fitness,Bangalore,One stop fitness destination/platform,Urban Fitness is an aggregation platform for curated fitness services & products. It makes fitness easy & an informed choice.,4,37
Unicom Consulting Services,Bangalore,McKinsey for Startups and SME Sector,"We provide an integrated management consultancy package in order to ensure the success of our clients.
Our Specialties include:
 # Business Strategy
 # Business Case and Strategic Roadmap Design
 # Business Transformation
 # Lean and Operational Transformation ...",6,36
EasyM2M,Bangalore,"ThirdEye™ solutions for Safety, security and surveillance","Product:
ThirdEye™ solution includes iWristPhone device and required software
iWrist Phone: 3MP Camera, IPS display, 4GB+ memory, 2G/3G, Wi-Fi, Bluetooth, GPS
It is Lightweight, high end, small wearable device built using rugged material
Monitoring & Tracking Software ...",7,57
Asimo,Bangalore,Asimolinguistics - Best Language translation Service provider in India,"ASIMO LINGUISTICS is the translation and localization wing of BUSINESS ASIMO SOLUTIONS, an enterprise with multiple activities in field of linguistic studies, language services, corporate training and educational consultancy works. Since its inception in 2006 as ...",9,70
RecoSense InfoSolutions,Bangalore,www.mymoviematrix.com  - Smartest Desi Recommender,MyMovieMatrix is a Consumer targeted Intelligent Recommendation platform with datascience applied for Indian media meta-data by co-relating cross language content of English and 5 Indian Languages and with cross-category suggestion of Books and Games as per User ...,5,50
Dekhio,Bangalore,Platform for Short Films,"Dekhio allows its users with easy access to the best of the short films across the world. Best for quick dose of entertainment during your travel from/to work, wait time before a flight, during long trips, or any other time. No work fiddling with hundreds of different ...",4,24
Logicadd Software,Bangalore,Market-Sale-Manage-Grow with Logicadd,The product is exclusively for the MSME service industry. To buy an off the self product or get it developed in expensive affair for a small service oriented business. Logicadd provides an affordable option where the business owner can invest small as monthly/annual ...,3,37
Townista,Bangalore,App to discover and book things to do in city,"ooking for interesting things to do in the city, and in the current ecosystem they tend to end up watching ...",10,45
Dukaandaar,Bangalore,Online grocery shopping from neighbourhood shops,"Dukaandaar helps the consumers order products online from their usual local stores through a website or smart mobile app, with exciting features like quick delivery,cash on delivery etc.",6,48
GetSetHR.com,Bangalore,India's first HR Only job site.,ential as no one has access to our database. Send your profile directly to the position owner.,6,31
Apple Kart Technologies,Bangalore,Enabling unparalleled customer experience,Siri like app to provide unparalleled user experience,4,41
Dumroo,Bangalore,"At Dumroo, Hootsuite meets Craigslist","Dumroo is a Mobile & Web application, designed to disrupt the Online Classified space. This space has a huge market of Rs. 3000 Crores (INR 30 Billion) in India and USD 20 Billion worldwide. It's about time that the old-drab 'buy & sell' portals are upgraded to ...",5,37
NG Options,Bangalore,Binary Options Trading,We aim to provide a safer and more secure binary options platform for traders around the world.,3,22
Bucketkart Online Services,Bangalore,BucketKart.com is the one stop online store for your daily needs.,"Bucketkart.com is a one-stop-shop for online groceries shopping in Bangalore, offering some of the best prices and a completely hassle-free experience. Now shop for your favourite Grocery,  health and beauty, nutritious and fresh vegetables, kitchen and cleansing ...",11,65
Clients of R & A,Bangalore,Recruitment,Social media recruitment practices.,1,11
HiveMinds,Bangalore,Plugin your Marketing,Bringing Digital Marketing Expertise and accelerating customer acquisition to our clients,3,21
I Love DIamonds,Bangalore,Diamond jewellery e-commerce,"Selling beautifully designed and crafted diamond jewellery online.
http://www.ilovediamonds.com",3,28
Finovera,Bangalore,Seemless management of personal finances and documents,s management of personal finances and documents,7,54
BookYourGround,Bangalore,Sports now made easy,Sports complex operations management solution,4,20
Gleanchips,Bangalore,Softstock electronic component distributer in india,,6,51
Krupa Knowledge Store.Pvt.Ltd.,Bangalore,One click solution to Students of 10th 11th and 12th,"simplelecture.com is an e-learning website that believes in the concept of 'teaching oneself at home' via Audio-Video Lectures 
We provide Audio-Video Lectures for the students of CBSE and state board studying in class 10th 11th and 12th",10,52
Thindipotha,Bangalore,Biryani delivered to you under 30min,be the best biryani destination anywhere.,6,36
Samplytics Technologies,Bangalore,Novel platform for healthcare diagnostics,latform for healthcare diagnostics,5,41
Tower of Pizza,Bangalore,Late night Pizza Delivery,"Pizza,Pasta,Sandwich prepared at our kitchen and delivered from 6pm to 2 am.
Objective is to cater to the huge expats working late night or returning late post work,upmarket residential pockets /IT,BPO’ites
People are becoming more conscious about the money they ...",4,25
COMBISTORE,Bangalore,fatser simpler and direct.,"Its all about shopping and price doesn't matter
What matters is your choice 
so combi store brings you a great range of products from all other website in India 
Which would suit your pocket.
More over your Day Today Life Style.
And Current Updated Fashion.",4,26
The Secret Kart,Bangalore,India’s 1st Sexual Wellness eCommerce Aggregator,"India’s 1st “Sexual Wellness eCommerce Aggregator Website”. It brings together various sexual wellness products such as condoms, lingerie, health supplements etc from best online stores at one place. It reduces pain in visiting multiple sexual wellness websites ...",6,48
Medical Tourism,Bangalore,Medical Tourism India,rpose for the uprising prevalence ...,3,21
GiftZapp,Bangalore,Mobile only gifting marketplace!,"GiftZapp is a mobile only gifting marketplace where you can select from 1000s of unique and awesome gifting products to send to a friend  within a minute.  Your friend has the option of accepting the gift, or even exchanging the gift with anything else he likes ...",4,32
The Rational Pie Labs,Bangalore,Customized Fitness Solutions for Indian markets,zed Fitness Solutions for Indian markets,6,47
Pikkol,Bangalore,We intend to revolutionize how certain segments in logistics currently operate.,"Pikkol is a startup founded by IIM Alumni focused on transport/logistics sectors. We are set to transform the relocation experience for customers though the power of technology. We are working on cutting edge scheduling algorithms, payment solutions and fraud prevention ...",11,79
Truefood,Bangalore,"Truefood, healthy, therapeutic, home delivery, online portal",Truefood is an online portal for home delivery of  diligently prepared healthy meals.,7,60
The Hr Practice,Bangalore,http://thehrpractice.in/about1.html,"The HR Practice partners clients in enhancing their organization’s people effectiveness by implementing leading edge HR delivery models. Providing solutions in all areas of Human Capital Management, The HR Practice focuses on continuous process improvements to ...",1,35
KAP Computer Solutions,Bangalore,Bulk SMS Service Provider Company,"ld, each & every B2C business ...",5,33
Autoninja,Bangalore,CRM for Auto Dealers,"M (Service/Sales/Insurance) solution, Analytics & BI tools to generate data and reports at every level (CEO, GM, Managers, Supervisor) 
-  Dealer ...",4,20
PM Health And Lifecare,Bangalore,Ecommerce Pharma Company,tep of the ...,3,24
Grouptable.com,Bangalore,India's No 1 Restaurants Portal,"Grouptable offers diners to narrow their restaurant search easily — on a number of search parameters like buffet restaurants, vegetarian dining options, fine dining and luxury dining places. For instance, a customer who wants to organize a quick team lunch can ...",5,31
Nanobi data and analytics,Bangalore,analytics for everyone,"Analytics platform to create visually appealing analytics mashing data from various sources.
Industry solutions for QSR, NBFC, BPO, HR, Utilities",3,22
Glassic Eyewear,Bangalore,Revolutionising the Eyewear Industry In India,Glassic’s mission is to revolutionise the eyewear industry in India. The founder’s of Glassic spent their formative years in the traditional retail eyewear industry where the market perception was “good quality and fashionable eyewear comes at a price.” The founder’s ...,6,45
DigiMark Agency,Bangalore,Digital Marketing Agency In Bangalore,ling to get more qualified and warm leads for your business? Are you getting your desired results from your investment on Digital Marketing? Let us help you to achieve your digital marketing needs. Get started ...,5,37
YTS Solutions,Bangalore,Mobile Based Prepaid Payments and Digital Money Transfer,YTS provides mobile based prepaid payment solutions to operators and financial institutions. We offer the industry’s most comprehensive set of payment solutions and enable partners to launch mobile money services. We have pan India operations with an ability of ...,8,56
Gudville,Bangalore,Connecting causes and commerce,"ks on Gudville, you can earn Cause Donations every time you shop which you can give to a charity of your ...",4,30
BooksNear,Bangalore,A unique platform to connect book lovers across the world.,"Are you a reader? Then, here’s a good news! Did you know that sharing books socially could bring you close to people? Books Near is a platform where in the entire fan boys of books are invited to share their collection, thereby creating a knowledgeable network ...",10,58
Karabi Softwares,Bangalore,Integrating Remote Field Data in Real Time,"Our Platform product CloZ-i Provides 360 degree Visibility, Quality and Analysis of real-time field data.Remotely distributed field data can be integrated with enterprise data, in real time & Eliminates decision/direction/communication  delay",7,42
ProdNote,Bangalore,Product Notes from People whom you Trust,"a new phone? A book? Want to watch a new movie tonight? Browse thousands of different products, find new and exciting things to buy, watch, ...",7,40
MEDICARE,Bangalore,Medicines home delivery,an be purchased by uploading a copy of prescription to us either via email or by Watsapp. Both ...,3,23
Explorers OutdoorEd,Bangalore,Leading source & knowledge co-operative for experiential education and 21st century skills,source & knowledge co-operative for experiential education and 21st century skills,12,90
Zoomo India,Bangalore,peer - to - peer car marketplace,Zoomo (www.gozoomo.com) is a Bangalore based technology start-up pioneering in peer-to-peer transactions of pre-owned cars and providing a hassle free experience. We bridge the gap of information asymmetry and bring standardization in the fragmented pre-owned cars ...,7,32
Zauba Technologies & Data Services,Bangalore,Leading provider of financial information,"ormation and insights enable our customers to answer questions like which companies are eligible for a loan, which companies can afford and require ...",5,41
Snooze,Bangalore,Your Event Our App,an app for every event? Use Snooze !! With snooze organizers can customize the app to meet the ...,4,18
Practo,Bangalore,Practo is Asia’s #1 online doctor search engine,"sia’s #1 doctor search engine with a growing team of passionate thinkers and doers from diverse backgrounds, united by a common goal of building the largest online healthcare platform in the world across India (13 cities pan India), Singapore ...",8,47
AW Smartdeals and solutions,Bangalore,The Best Online Battery Store,"Bookmybattery .com is an aggregator of car and inverter batteries in India. We work with various authorized battery dealers and enable them with technology to ensure customers get genuine batteries, at reasonable price and excellent before and after sale services. ...",5,29
Mechanic On Door,Bangalore,"A company that takes your car,fix it and return to you and save your valuable time.","We provide car service/repair, on-road/on-door mechanic support to people in need.If your car breaks down or needs a regular service check we do that for you while saving your valuable time and money.",16,83
EasyM2M Technologies,Bangalore,"ThirdEye™ Solution for safety, security and surveillance of employee.",& Tracking Software: ...,9,69
Skill Venue,Bangalore,Online Training Market Place,Skill Venue is a Online Training Market Place that connects trainers with the Students/ Professionals across the globe. Anyone with the decent internet speed can take either Instructor led Live training or Self Paced training.,4,28
ArtPandora,Bangalore,Market Place For Indian Art,...,5,27
RentSher,Bangalore,RentSher is P2P online rentals for anything and everything!,"RentSher is India's first end to end online rental platform where you can find literally anything you want on rental available with complete payment and delivery service. We provide things like kids costumes, toys, accessories; home appliances, electronics, Projectors, ...",9,59
Sphericon3D,Bangalore,Service Industry moving ahead in engineering and design,"We are developing a product which will ease the process of finite elements model building in terms of time and  hence in terms of money. Besides this we are moving ahead with our services which includes design, engineering and manufacturing in field of aerospace ...",8,55
YoFloor,Bangalore,Trial room for your Home,difficult to envision ...,5,24
HolidayIQ,Bangalore,Plan your travel by reading user generated content,"Travel information site/app powered by user generated content. Users can read reviews of Hotels, Destinations, Sightseeing locations and Journey reviews.",8,50
Pocket Khaki,Bangalore,Real-Time Location Sharing App (Pocket Khaki),,6,45
Absimpl,Bangalore,Real time Peer to Peer Education,Absimpl is a platform for real time peer to peer education on any topic. We believe that everyone in this world is an expert in doing something and learning directly from him/her about his/her expertise is the best way to learn. We are unique because our platform ...,6,32
nGO,Bangalore,Android Based Point of Sale Solution,+ E-Com + Customer Mobile App,6,36
Vibrant,Bangalore,A candy crush and a health tracker for office work.,"brings in positive work culture in small teams, better visibility into individual productivity and collaborative assistance for enhancing ...",10,51
Elisium Labs,Bangalore,Networking on steroids # Location based networking app,entives ...,8,54
Bigpaa,Bangalore,Local Shopping with best price,BigPaa works as price/quotation grabber for product seekers from all vendors in local city. Customer has to post the requirement and get the cheapest price time form local vendor. Thousand of customer is looking bigpaa.,5,30
Intellicane,Bangalore,A virtual guide for the blind,Intellicane systems deliver independent mobility for the blind and visually impaired. Using a combined set of technology it'll allow them to walk and travel known and unknown routes in a safer way. The use of the white cane by visually impaired people as an obstacle ...,6,29
Pickmaxx,Bangalore,App Based Pickup & Delivery  with 60 km limit,PICKMAXX is a same-day delivery service that lets customers can send and receive any product within one hour – or less.  It’s a perfect example of how cloud computing and mobile devices are driving innovative new products and services such as the booming renaissance ...,9,45
Medi Assist Healthcare Services,Bangalore,Healthcare Services,are Services,2,19
TGS RAINBOW,Bangalore,Website Development Mobile Application Development Ecommerce,"TGS RAINBOW The idea was to develop organization which can cater to the growing market of Web development, website hosting and maintenance. However, Over the course of the time we realized our potential of growth and ventured into multiple domains such as android ...",6,60
Tagos,Bangalore,Video based discovery and enhanced experience,"We are an exciting startup working in intersection of video discovery, monetization and engagement platform. Tagos lets viewers explore video by touch, opening up whole new ways to interact, engage, advertise, shop or learn.",6,45
Threads,Bangalore,Your Personal Assistant for places you visit everyday.Starting with Restaurants.,ting with Restaurants to help you satisfy your hunger ...,10,80
TheBox,Bangalore,Genie of unique cravings.,"ideas are born due to lack of existence
So ""TheBox"" was built to be a Genie of every foodie's wish.
""TheBox"" being an online foodTech service, is striving to introduce an innovative hassle free dining style at homes and offices with its unique packaging style (key ...",4,25
Allegianz Solutions,Bangalore,"Digital application providing safety, security and precise navigation to the tourists",T2 is a smart phone based digital application created to support tourists across the world with initial operations in India. T2 will not only help tourists to find culturally refined tour guide personnel at affordable prices but also provide highly sophisticated ...,11,85
Manye Technologies,Bangalore,Uber/AirBnB for console games,...,4,29
Elisium Labs,Bangalore,Networking on steroids # Location based networking app,entives ...,8,54
SalesBabu Business Solutions Pvt Ltd,Bangalore,Add Value to Your Business,"SalesBabu Business Solutions Pvt Ltd is one of the fastest growing Indian company, catering customers globally, pioneering in providing software solutions on the cloud. It's headquartered located in Bangalore, India and started operations in 2008. 
The company ...",5,26
Aadishakti Co,Bangalore,"Online marketplace  for Mind, Body & Soul Industry (Spiritual, Healing, AYUSH Products)","co is amalgamation of 3 modules – Services, Products and  content/communities for Mind, Body & Soul Industry",12,87
goMowgli,Bangalore,"We make travel in India safe, easy and flexible with guided bus tours","We are a tour bus company revolutionizing the Indian travel industry, ground up. We believe the real challenge for travel in India is the creaky infrastructure on ground and we are here to change all that with our network of high quality buses, well trained guides ...",13,69
HealthPlix Technologies,Bangalore,Smart diabetes care made easy,Our product is a companion mobile app for the diabetes patients together with an exclusive app for the doctors to improve the clinical experience of treating diabetes.,5,29
Chekkoo,Bangalore,Intelligent media organization,"Our product leverages machine learning to change all aspects of organizing media. Including authoring, exploring, summarizing and sharing.",3,30
ForceFulcrum,Bangalore,Education platform in the mobile commerce space,Platform is built on contextual intelligence applying the concepts of communities of practice. A one of its kind disruptive technology platform with a global reach,7,47
dunzo,Bangalore,A magical experience to get your tasks done,al experience to get your tasks done,8,43
Ideaphora,Bangalore,"Connecting Ideas, Building  Minds","ing Ideas, Building  Minds",4,33
Loaferr,Bangalore,"Wish, Discuss, Plan, Get on-road","Loaferr helps people plan on-road trips like bike rides, drives, hikes, in-city explore trips etc, including all components of planning on a single mobile based platform. However the catch here is that it enables users to do so just by making a wish, followed by ...",5,32
