Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Acquisition_Cost_Num,Duration_Days,Month,Quarter,CTR
8289,Innovate Industries,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,903.00",6.43,Miami,German,477,3679,8,Tech Enthusiasts,2021-09-16,9903.0,15.0,9,3,12.9655
8290,NexGen Systems,Email,Women 35-44,30 days,Facebook,0.08,"$7,494.00",7.96,Chicago,Mandarin,573,2622,10,Foodies,2021-09-17,7494.0,30.0,9,3,21.8535
8291,Alpha Innovations,Influencer,Women 25-34,60 days,Website,0.1,"$13,435.00",4.67,Miami,Mandarin,457,1057,6,Fashionistas,2021-09-18,13435.0,60.0,9,3,43.2356
8292,TechCorp,Influencer,Men 18-24,45 days,Instagram,0.03,"$5,957.00",4.52,Chicago,Spanish,284,5000,7,Health & Wellness,2021-09-19,5957.0,45.0,9,3,5.68
8293,Alpha Innovations,Influencer,Women 25-34,60 days,Website,0.1,"$15,644.00",7.2,New York,Mandarin,719,9558,2,Foodies,2021-09-20,15644.0,60.0,9,3,7.5225
8294,TechCorp,Email,Men 18-24,30 days,Instagram,0.07,"$15,518.00",7.43,Houston,Mandarin,559,3060,3,Fashionistas,2021-09-21,15518.0,30.0,9,3,18.268
8295,DataTech Solutions,Display,Women 35-44,45 days,Website,0.13,"$10,888.00",5.54,Houston,French,863,7959,7,Outdoor Adventurers,2021-09-22,10888.0,45.0,9,3,10.8431
8296,Alpha Innovations,Search,Women 35-44,45 days,Google Ads,0.06,"$6,688.00",5.29,Houston,English,323,5970,9,Foodies,2021-09-23,6688.0,45.0,9,3,5.4104
8297,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.09,"$11,768.00",4.36,Houston,English,941,9312,2,Health & Wellness,2021-09-24,11768.0,30.0,9,3,10.1052
8298,NexGen Systems,Display,Women 35-44,30 days,Instagram,0.07,"$19,894.00",2.1,New York,Mandarin,471,9492,10,Fashionistas,2021-09-25,19894.0,30.0,9,3,4.9621
8299,TechCorp,Email,Women 25-34,45 days,Website,0.09,"$10,193.00",5.46,Chicago,English,821,5209,5,Fashionistas,2021-09-26,10193.0,45.0,9,3,15.7612
8300,NexGen Systems,Influencer,All Ages,30 days,Facebook,0.1,"$18,557.00",3.24,Los Angeles,German,644,4231,7,Foodies,2021-09-27,18557.0,30.0,9,3,15.221
8301,NexGen Systems,Email,Women 25-34,30 days,Website,0.05,"$18,844.00",7.33,Los Angeles,English,705,7274,2,Outdoor Adventurers,2021-09-28,18844.0,30.0,9,3,9.6921
8302,Innovate Industries,Email,All Ages,15 days,Website,0.04,"$11,422.00",2.53,Houston,French,966,7490,7,Fashionistas,2021-09-29,11422.0,15.0,9,3,12.8972
8303,TechCorp,Influencer,All Ages,15 days,Facebook,0.07,"$15,517.00",7.16,Chicago,French,210,6737,6,Fashionistas,2021-09-30,15517.0,15.0,9,3,3.1171
8304,Innovate Industries,Influencer,Men 18-24,60 days,Facebook,0.14,"$13,034.00",4.72,Los Angeles,French,814,8171,2,Foodies,2021-10-01,13034.0,60.0,10,4,9.9621
8305,Innovate Industries,Display,Women 35-44,30 days,Facebook,0.05,"$9,129.00",4.33,Los Angeles,German,721,7594,4,Tech Enthusiasts,2021-10-02,9129.0,30.0,10,4,9.4943
8306,TechCorp,Influencer,Women 25-34,60 days,Facebook,0.08,"$11,437.00",2.84,Chicago,Spanish,318,2871,10,Tech Enthusiasts,2021-10-03,11437.0,60.0,10,4,11.0763
8307,Innovate Industries,Social Media,All Ages,30 days,Email,0.12,"$8,762.00",7.93,Miami,English,522,4342,9,Outdoor Adventurers,2021-10-04,8762.0,30.0,10,4,12.0221
8308,DataTech Solutions,Email,Men 25-34,30 days,Email,0.15,"$9,302.00",2.17,Miami,French,192,6120,1,Outdoor Adventurers,2021-10-05,9302.0,30.0,10,4,3.1373
8309,DataTech Solutions,Display,All Ages,30 days,Website,0.06,"$7,040.00",6.49,Los Angeles,French,901,6627,10,Health & Wellness,2021-10-06,7040.0,30.0,10,4,13.5959
8310,Alpha Innovations,Search,Men 18-24,15 days,Facebook,0.03,"$6,230.00",7.72,Miami,German,700,9916,3,Fashionistas,2021-10-07,6230.0,15.0,10,4,7.0593
8311,TechCorp,Search,Women 25-34,60 days,Website,0.13,"$13,940.00",7.76,New York,German,970,9900,8,Outdoor Adventurers,2021-10-08,13940.0,60.0,10,4,9.798
8312,Alpha Innovations,Influencer,Men 25-34,60 days,Instagram,0.02,"$9,691.00",2.57,Chicago,German,512,9837,3,Health & Wellness,2021-10-09,9691.0,60.0,10,4,5.2048
8313,NexGen Systems,Social Media,Men 25-34,15 days,Facebook,0.08,"$14,175.00",5.4,Los Angeles,Spanish,992,2601,9,Fashionistas,2021-10-10,14175.0,15.0,10,4,38.1392
8314,DataTech Solutions,Search,Men 25-34,60 days,Facebook,0.02,"$14,438.00",5.2,Miami,Spanish,779,6755,7,Foodies,2021-10-11,14438.0,60.0,10,4,11.5322
8315,Innovate Industries,Search,Women 35-44,60 days,Email,0.1,"$13,014.00",6.55,Houston,Mandarin,887,5340,3,Outdoor Adventurers,2021-10-12,13014.0,60.0,10,4,16.6105
8316,DataTech Solutions,Search,Women 25-34,60 days,Youtube,0.06,"$18,089.00",5.29,Miami,Spanish,363,2612,1,Foodies,2021-10-13,18089.0,60.0,10,4,13.8974
8317,TechCorp,Email,All Ages,15 days,Instagram,0.04,"$19,650.00",2.83,New York,French,704,8691,10,Fashionistas,2021-10-14,19650.0,15.0,10,4,8.1003
8318,Innovate Industries,Display,Men 18-24,15 days,Email,0.06,"$9,023.00",2.07,Los Angeles,English,104,5455,9,Fashionistas,2021-10-15,9023.0,15.0,10,4,1.9065
8319,NexGen Systems,Influencer,Women 25-34,30 days,Facebook,0.08,"$8,150.00",5.65,Miami,Mandarin,928,3472,1,Tech Enthusiasts,2021-10-16,8150.0,30.0,10,4,26.7281
8320,DataTech Solutions,Display,All Ages,15 days,Instagram,0.08,"$18,899.00",5.39,Chicago,French,657,6945,3,Foodies,2021-10-17,18899.0,15.0,10,4,9.46
8321,DataTech Solutions,Display,Women 35-44,45 days,Email,0.11,"$11,505.00",2.44,Chicago,German,106,9265,5,Fashionistas,2021-10-18,11505.0,45.0,10,4,1.1441
8322,Innovate Industries,Influencer,Women 35-44,45 days,Website,0.03,"$12,083.00",2.76,Los Angeles,English,519,3467,1,Tech Enthusiasts,2021-10-19,12083.0,45.0,10,4,14.9697
8323,DataTech Solutions,Display,Women 25-34,30 days,Email,0.13,"$10,444.00",7.43,Houston,English,719,3583,3,Fashionistas,2021-10-20,10444.0,30.0,10,4,20.067
8324,Alpha Innovations,Email,Women 25-34,30 days,Youtube,0.09,"$12,067.00",7.27,Los Angeles,French,978,6297,7,Tech Enthusiasts,2021-10-21,12067.0,30.0,10,4,15.5312
8325,Alpha Innovations,Social Media,Women 35-44,30 days,Google Ads,0.08,"$14,629.00",7.64,Los Angeles,Spanish,860,1264,9,Health & Wellness,2021-10-22,14629.0,30.0,10,4,68.038
8326,DataTech Solutions,Display,Men 25-34,45 days,Website,0.01,"$10,056.00",3.71,New York,German,515,9089,2,Health & Wellness,2021-10-23,10056.0,45.0,10,4,5.6662
8327,DataTech Solutions,Search,Men 25-34,45 days,Email,0.12,"$8,465.00",3.81,Miami,French,919,5049,3,Tech Enthusiasts,2021-10-24,8465.0,45.0,10,4,18.2016
8328,Alpha Innovations,Display,Women 35-44,60 days,Email,0.07,"$19,917.00",5.16,Los Angeles,French,766,4226,10,Tech Enthusiasts,2021-10-25,19917.0,60.0,10,4,18.1259
8329,Innovate Industries,Display,Women 25-34,30 days,Instagram,0.13,"$11,114.00",2.33,Miami,German,824,6885,2,Fashionistas,2021-10-26,11114.0,30.0,10,4,11.968
8330,DataTech Solutions,Influencer,Men 25-34,60 days,Instagram,0.14,"$7,268.00",4.64,New York,German,498,9089,1,Health & Wellness,2021-10-27,7268.0,60.0,10,4,5.4792
8331,Innovate Industries,Search,Women 25-34,15 days,Email,0.06,"$11,167.00",4.99,Chicago,Spanish,310,5008,9,Fashionistas,2021-10-28,11167.0,15.0,10,4,6.1901
8332,NexGen Systems,Search,All Ages,15 days,Instagram,0.1,"$16,558.00",6.09,Los Angeles,Mandarin,411,7768,1,Foodies,2021-10-29,16558.0,15.0,10,4,5.2909
8333,NexGen Systems,Social Media,Men 25-34,45 days,Instagram,0.14,"$8,717.00",2.09,Chicago,French,879,1007,9,Tech Enthusiasts,2021-10-30,8717.0,45.0,10,4,87.289
8334,NexGen Systems,Email,Women 35-44,45 days,Youtube,0.1,"$9,604.00",5.9,Houston,German,289,8196,7,Outdoor Adventurers,2021-10-31,9604.0,45.0,10,4,3.5261
8335,DataTech Solutions,Search,Men 25-34,30 days,Instagram,0.13,"$16,909.00",6.99,Los Angeles,Mandarin,811,7708,4,Tech Enthusiasts,2021-11-01,16909.0,30.0,11,4,10.5215
8336,Alpha Innovations,Display,Men 18-24,45 days,Website,0.14,"$13,637.00",7.77,Miami,English,330,5021,8,Health & Wellness,2021-11-02,13637.0,45.0,11,4,6.5724
8337,TechCorp,Influencer,All Ages,45 days,Youtube,0.12,"$5,033.00",3.46,New York,English,407,8509,7,Health & Wellness,2021-11-03,5033.0,45.0,11,4,4.7832
8338,Innovate Industries,Search,Men 25-34,15 days,Instagram,0.15,"$6,666.00",6.89,Chicago,Spanish,191,9997,8,Outdoor Adventurers,2021-11-04,6666.0,15.0,11,4,1.9106
8339,Alpha Innovations,Email,Men 25-34,45 days,Youtube,0.04,"$5,809.00",3.45,Los Angeles,English,943,3474,6,Tech Enthusiasts,2021-11-05,5809.0,45.0,11,4,27.1445
8340,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.1,"$13,189.00",2.31,Houston,English,557,4626,3,Outdoor Adventurers,2021-11-06,13189.0,45.0,11,4,12.0406
8341,DataTech Solutions,Influencer,Men 25-34,15 days,Facebook,0.1,"$12,672.00",3.26,Miami,English,798,9888,8,Health & Wellness,2021-11-07,12672.0,15.0,11,4,8.0704
8342,Innovate Industries,Display,Women 35-44,15 days,Google Ads,0.12,"$12,872.00",6.94,Chicago,French,658,8534,10,Health & Wellness,2021-11-08,12872.0,15.0,11,4,7.7103
8343,Innovate Industries,Email,Men 18-24,15 days,Email,0.07,"$9,344.00",3.14,New York,Mandarin,327,8329,1,Health & Wellness,2021-11-09,9344.0,15.0,11,4,3.926
8344,TechCorp,Search,Women 25-34,45 days,Facebook,0.13,"$17,391.00",6.63,Los Angeles,German,878,3122,2,Foodies,2021-11-10,17391.0,45.0,11,4,28.123
8345,TechCorp,Email,Men 18-24,30 days,Youtube,0.13,"$14,644.00",2.8,Los Angeles,Mandarin,318,5664,1,Health & Wellness,2021-11-11,14644.0,30.0,11,4,5.6144
8346,TechCorp,Email,All Ages,15 days,Google Ads,0.12,"$16,962.00",7.46,Miami,French,356,2165,3,Outdoor Adventurers,2021-11-12,16962.0,15.0,11,4,16.4434
8347,Alpha Innovations,Email,All Ages,45 days,Email,0.12,"$7,431.00",4.46,Los Angeles,Mandarin,976,6289,2,Outdoor Adventurers,2021-11-13,7431.0,45.0,11,4,15.5192
8348,Innovate Industries,Search,Men 18-24,30 days,Facebook,0.03,"$12,644.00",6.61,Chicago,French,876,9275,1,Tech Enthusiasts,2021-11-14,12644.0,30.0,11,4,9.4447
8349,Innovate Industries,Display,Women 35-44,30 days,Google Ads,0.14,"$18,162.00",7.19,New York,Spanish,263,1872,4,Foodies,2021-11-15,18162.0,30.0,11,4,14.0491
8350,Innovate Industries,Search,Men 18-24,60 days,Google Ads,0.07,"$6,141.00",2.93,Miami,English,629,3888,1,Outdoor Adventurers,2021-11-16,6141.0,60.0,11,4,16.178
8351,Innovate Industries,Social Media,Women 25-34,45 days,Facebook,0.12,"$16,507.00",5.13,Los Angeles,German,147,2841,10,Foodies,2021-11-17,16507.0,45.0,11,4,5.1742
8352,TechCorp,Email,Women 25-34,60 days,Email,0.04,"$12,167.00",3.2,New York,English,133,1280,7,Foodies,2021-11-18,12167.0,60.0,11,4,10.3906
8353,DataTech Solutions,Display,Women 35-44,30 days,Email,0.01,"$17,706.00",5.99,Houston,Mandarin,363,5902,7,Tech Enthusiasts,2021-11-19,17706.0,30.0,11,4,6.1505
8354,TechCorp,Influencer,Men 25-34,15 days,Instagram,0.12,"$14,930.00",7.15,Los Angeles,Spanish,953,3316,4,Health & Wellness,2021-11-20,14930.0,15.0,11,4,28.7394
8355,Alpha Innovations,Social Media,Men 25-34,45 days,Google Ads,0.04,"$8,182.00",4.96,New York,German,745,7866,5,Health & Wellness,2021-11-21,8182.0,45.0,11,4,9.4711
8356,DataTech Solutions,Display,Women 35-44,60 days,Website,0.13,"$13,106.00",6.94,Miami,English,278,9954,2,Health & Wellness,2021-11-22,13106.0,60.0,11,4,2.7928
8357,Alpha Innovations,Search,Women 25-34,45 days,Instagram,0.1,"$13,053.00",5.14,Chicago,Mandarin,588,9002,10,Health & Wellness,2021-11-23,13053.0,45.0,11,4,6.5319
8358,NexGen Systems,Social Media,Women 25-34,45 days,Facebook,0.1,"$6,796.00",3.95,Miami,German,188,3998,7,Fashionistas,2021-11-24,6796.0,45.0,11,4,4.7024
8359,Alpha Innovations,Email,Women 25-34,30 days,Google Ads,0.05,"$6,084.00",2.93,Houston,English,313,8534,6,Tech Enthusiasts,2021-11-25,6084.0,30.0,11,4,3.6677
8360,Innovate Industries,Email,Women 35-44,15 days,Facebook,0.02,"$11,197.00",2.42,Houston,German,227,6948,8,Outdoor Adventurers,2021-11-26,11197.0,15.0,11,4,3.2671
8361,Alpha Innovations,Email,Women 25-34,60 days,Email,0.02,"$12,508.00",6.48,Miami,French,216,1061,2,Tech Enthusiasts,2021-11-27,12508.0,60.0,11,4,20.3582
8362,Alpha Innovations,Influencer,Women 25-34,30 days,Website,0.1,"$7,367.00",5.18,Chicago,Spanish,991,4796,4,Tech Enthusiasts,2021-11-28,7367.0,30.0,11,4,20.6631
8363,Innovate Industries,Display,All Ages,45 days,Website,0.13,"$19,528.00",7.31,Houston,Mandarin,338,5495,6,Outdoor Adventurers,2021-11-29,19528.0,45.0,11,4,6.151
8364,NexGen Systems,Social Media,Men 18-24,45 days,Email,0.03,"$15,128.00",4.35,Los Angeles,Mandarin,817,9461,1,Health & Wellness,2021-11-30,15128.0,45.0,11,4,8.6355
8365,TechCorp,Search,Women 25-34,60 days,Youtube,0.05,"$5,205.00",6.12,Chicago,English,970,7506,3,Tech Enthusiasts,2021-12-01,5205.0,60.0,12,4,12.923
8366,Innovate Industries,Display,All Ages,15 days,Website,0.08,"$11,414.00",8.0,Miami,Spanish,169,1002,6,Health & Wellness,2021-12-02,11414.0,15.0,12,4,16.8663
8367,DataTech Solutions,Display,Women 35-44,60 days,Youtube,0.07,"$18,479.00",3.13,Los Angeles,English,637,5561,3,Health & Wellness,2021-12-03,18479.0,60.0,12,4,11.4548
8368,TechCorp,Social Media,Men 25-34,15 days,Instagram,0.1,"$7,684.00",7.16,Los Angeles,Spanish,972,4640,2,Tech Enthusiasts,2021-12-04,7684.0,15.0,12,4,20.9483
8369,Alpha Innovations,Social Media,Men 18-24,15 days,Youtube,0.07,"$5,793.00",5.73,New York,German,690,1607,4,Foodies,2021-12-05,5793.0,15.0,12,4,42.9371
8370,Innovate Industries,Influencer,Men 18-24,60 days,Google Ads,0.02,"$12,083.00",3.87,Miami,English,333,9850,3,Outdoor Adventurers,2021-12-06,12083.0,60.0,12,4,3.3807
8371,Innovate Industries,Influencer,Women 25-34,60 days,Email,0.03,"$17,138.00",4.66,Los Angeles,German,282,9964,1,Fashionistas,2021-12-07,17138.0,60.0,12,4,2.8302
8372,NexGen Systems,Display,Men 25-34,15 days,Instagram,0.12,"$18,652.00",6.85,Houston,German,947,8890,2,Outdoor Adventurers,2021-12-08,18652.0,15.0,12,4,10.6524
8373,NexGen Systems,Search,Men 25-34,15 days,Google Ads,0.05,"$10,294.00",7.55,Chicago,Mandarin,552,6661,8,Health & Wellness,2021-12-09,10294.0,15.0,12,4,8.287
8374,NexGen Systems,Search,Men 18-24,30 days,Facebook,0.09,"$9,622.00",4.03,Los Angeles,Spanish,377,1479,6,Tech Enthusiasts,2021-12-10,9622.0,30.0,12,4,25.4902
8375,Innovate Industries,Display,All Ages,15 days,Instagram,0.01,"$5,511.00",5.6,Chicago,Spanish,907,5322,4,Fashionistas,2021-12-11,5511.0,15.0,12,4,17.0425
8376,TechCorp,Influencer,Men 25-34,15 days,Facebook,0.11,"$16,567.00",4.46,Houston,Spanish,820,6538,2,Outdoor Adventurers,2021-12-12,16567.0,15.0,12,4,12.5421
8377,NexGen Systems,Search,Men 18-24,45 days,Instagram,0.05,"$11,154.00",2.73,Miami,English,288,1649,8,Fashionistas,2021-12-13,11154.0,45.0,12,4,17.4651
8378,NexGen Systems,Email,All Ages,45 days,Email,0.08,"$6,025.00",4.45,Chicago,German,563,5112,9,Foodies,2021-12-14,6025.0,45.0,12,4,11.0133
8379,DataTech Solutions,Search,Women 25-34,15 days,Instagram,0.13,"$19,541.00",2.88,New York,French,379,2166,8,Outdoor Adventurers,2021-12-15,19541.0,15.0,12,4,17.4977
8380,Alpha Innovations,Display,Women 25-34,30 days,Google Ads,0.11,"$18,976.00",2.87,New York,Mandarin,965,7201,10,Outdoor Adventurers,2021-12-16,18976.0,30.0,12,4,13.4009
8381,Alpha Innovations,Search,All Ages,30 days,Website,0.03,"$5,806.00",7.29,Houston,German,229,8484,4,Foodies,2021-12-17,5806.0,30.0,12,4,2.6992
8382,Innovate Industries,Search,Women 35-44,45 days,Email,0.1,"$11,287.00",3.83,New York,English,263,6923,4,Health & Wellness,2021-12-18,11287.0,45.0,12,4,3.7989
8383,DataTech Solutions,Social Media,All Ages,30 days,Website,0.07,"$16,079.00",5.74,Los Angeles,German,200,1864,7,Outdoor Adventurers,2021-12-19,16079.0,30.0,12,4,10.7296
8384,TechCorp,Search,Men 25-34,15 days,Website,0.1,"$15,989.00",6.55,Los Angeles,German,943,5218,6,Fashionistas,2021-12-20,15989.0,15.0,12,4,18.0721
8385,Innovate Industries,Social Media,Women 35-44,15 days,Website,0.13,"$11,990.00",4.39,Miami,French,291,1237,5,Fashionistas,2021-12-21,11990.0,15.0,12,4,23.5247
8386,Alpha Innovations,Social Media,All Ages,60 days,Instagram,0.15,"$5,728.00",6.52,Miami,English,628,7895,8,Outdoor Adventurers,2021-12-22,5728.0,60.0,12,4,7.9544
8387,Alpha Innovations,Influencer,Men 25-34,45 days,Email,0.1,"$18,359.00",2.62,New York,Spanish,977,9764,2,Outdoor Adventurers,2021-12-23,18359.0,45.0,12,4,10.0061
8388,Innovate Industries,Search,Men 25-34,30 days,Facebook,0.02,"$16,226.00",4.91,Chicago,Mandarin,798,7066,1,Fashionistas,2021-12-24,16226.0,30.0,12,4,11.2935
8389,TechCorp,Display,Women 25-34,45 days,Google Ads,0.08,"$15,212.00",3.41,New York,English,463,8783,2,Tech Enthusiasts,2021-12-25,15212.0,45.0,12,4,5.2715
8390,Alpha Innovations,Display,Men 18-24,15 days,Website,0.14,"$9,041.00",6.75,Miami,French,699,6339,9,Outdoor Adventurers,2021-12-26,9041.0,15.0,12,4,11.027
8391,TechCorp,Email,Men 25-34,15 days,Email,0.09,"$8,796.00",6.09,Chicago,Mandarin,794,9053,6,Health & Wellness,2021-12-27,8796.0,15.0,12,4,8.7706
8392,Alpha Innovations,Social Media,Women 25-34,60 days,Email,0.03,"$13,939.00",2.51,New York,Spanish,884,7187,5,Fashionistas,2021-12-28,13939.0,60.0,12,4,12.3
8393,DataTech Solutions,Search,Men 25-34,60 days,Email,0.14,"$11,194.00",6.73,Houston,English,920,6808,2,Health & Wellness,2021-12-29,11194.0,60.0,12,4,13.5135
8394,Innovate Industries,Social Media,Women 25-34,45 days,Website,0.06,"$5,625.00",3.53,Los Angeles,Mandarin,279,9621,5,Tech Enthusiasts,2021-12-30,5625.0,45.0,12,4,2.8999
8395,TechCorp,Email,Women 25-34,15 days,Email,0.1,"$17,912.00",2.07,Los Angeles,French,561,1615,9,Tech Enthusiasts,2021-12-31,17912.0,15.0,12,4,34.7368
8396,NexGen Systems,Email,Men 18-24,30 days,Youtube,0.02,"$13,279.00",6.66,Los Angeles,Mandarin,897,6651,4,Outdoor Adventurers,2021-01-01,13279.0,30.0,1,1,13.4867
8397,NexGen Systems,Influencer,Men 18-24,30 days,Youtube,0.05,"$14,573.00",5.69,Miami,English,403,1449,4,Health & Wellness,2021-01-02,14573.0,30.0,1,1,27.8123
8398,TechCorp,Search,Women 25-34,45 days,Website,0.13,"$12,188.00",6.04,New York,Mandarin,655,9995,2,Tech Enthusiasts,2021-01-03,12188.0,45.0,1,1,6.5533
8399,NexGen Systems,Influencer,Men 25-34,30 days,Email,0.13,"$14,639.00",4.38,Chicago,Mandarin,260,2242,8,Outdoor Adventurers,2021-01-04,14639.0,30.0,1,1,11.5968
8400,TechCorp,Email,All Ages,15 days,Youtube,0.14,"$6,909.00",3.93,Houston,English,336,6500,9,Fashionistas,2021-01-05,6909.0,15.0,1,1,5.1692
8401,DataTech Solutions,Search,Women 25-34,45 days,Email,0.12,"$9,400.00",6.62,Houston,French,523,1521,2,Outdoor Adventurers,2021-01-06,9400.0,45.0,1,1,34.3853
8402,Alpha Innovations,Search,Men 25-34,30 days,Facebook,0.06,"$6,796.00",7.12,Miami,Mandarin,401,2075,4,Tech Enthusiasts,2021-01-07,6796.0,30.0,1,1,19.3253
8403,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.12,"$10,059.00",5.91,Chicago,Mandarin,856,2546,3,Tech Enthusiasts,2021-01-08,10059.0,45.0,1,1,33.6214
8404,NexGen Systems,Influencer,Women 35-44,30 days,Instagram,0.06,"$5,638.00",3.58,Los Angeles,Mandarin,806,9587,9,Fashionistas,2021-01-09,5638.0,30.0,1,1,8.4072
8405,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.12,"$19,123.00",2.11,Miami,German,304,9635,2,Foodies,2021-01-10,19123.0,45.0,1,1,3.1552
8406,NexGen Systems,Search,Women 35-44,30 days,Instagram,0.13,"$16,391.00",7.32,New York,French,696,2435,8,Foodies,2021-01-11,16391.0,30.0,1,1,28.5832
8407,Innovate Industries,Display,Men 18-24,15 days,Instagram,0.04,"$7,794.00",6.77,Houston,Spanish,727,4301,2,Foodies,2021-01-12,7794.0,15.0,1,1,16.903
8408,Alpha Innovations,Influencer,All Ages,45 days,Instagram,0.12,"$12,726.00",7.15,Miami,German,325,4882,7,Foodies,2021-01-13,12726.0,45.0,1,1,6.6571
8409,TechCorp,Email,Men 18-24,60 days,Instagram,0.13,"$11,840.00",4.33,New York,Spanish,153,7987,7,Outdoor Adventurers,2021-01-14,11840.0,60.0,1,1,1.9156
8410,DataTech Solutions,Display,All Ages,15 days,Instagram,0.13,"$5,520.00",6.79,Los Angeles,English,484,4825,9,Foodies,2021-01-15,5520.0,15.0,1,1,10.0311
8411,DataTech Solutions,Email,Women 35-44,45 days,Website,0.05,"$16,374.00",2.06,Los Angeles,German,275,6096,3,Foodies,2021-01-16,16374.0,45.0,1,1,4.5112
8412,Innovate Industries,Influencer,Men 25-34,45 days,Email,0.1,"$6,869.00",5.11,Houston,Mandarin,651,9259,5,Foodies,2021-01-17,6869.0,45.0,1,1,7.031
8413,Alpha Innovations,Social Media,Women 35-44,15 days,Facebook,0.07,"$6,470.00",4.29,Houston,Mandarin,122,6489,7,Foodies,2021-01-18,6470.0,15.0,1,1,1.8801
8414,NexGen Systems,Social Media,Women 25-34,45 days,Youtube,0.02,"$14,252.00",7.14,Los Angeles,German,202,5882,4,Tech Enthusiasts,2021-01-19,14252.0,45.0,1,1,3.4342
8415,Alpha Innovations,Social Media,Men 18-24,30 days,Instagram,0.08,"$14,702.00",6.33,Chicago,Mandarin,691,5427,2,Health & Wellness,2021-01-20,14702.0,30.0,1,1,12.7326
8416,NexGen Systems,Social Media,All Ages,45 days,Facebook,0.08,"$19,089.00",7.66,Chicago,German,749,7757,9,Foodies,2021-01-21,19089.0,45.0,1,1,9.6558
8417,TechCorp,Influencer,Men 25-34,45 days,Facebook,0.13,"$10,670.00",6.42,Houston,French,519,1203,10,Health & Wellness,2021-01-22,10670.0,45.0,1,1,43.1421
8418,TechCorp,Email,Men 25-34,15 days,Youtube,0.1,"$8,206.00",3.65,New York,German,784,5120,1,Fashionistas,2021-01-23,8206.0,15.0,1,1,15.3125
8419,DataTech Solutions,Display,All Ages,30 days,Google Ads,0.15,"$5,101.00",2.11,New York,Spanish,402,1853,2,Health & Wellness,2021-01-24,5101.0,30.0,1,1,21.6945
8420,Alpha Innovations,Search,Men 18-24,15 days,Facebook,0.11,"$11,413.00",3.75,Los Angeles,English,385,5658,7,Tech Enthusiasts,2021-01-25,11413.0,15.0,1,1,6.8045
8421,TechCorp,Email,Men 18-24,45 days,Website,0.13,"$18,626.00",6.93,Chicago,French,992,6122,4,Outdoor Adventurers,2021-01-26,18626.0,45.0,1,1,16.2039
8422,DataTech Solutions,Search,Women 35-44,15 days,Email,0.05,"$13,493.00",7.46,Chicago,Mandarin,502,5081,7,Foodies,2021-01-27,13493.0,15.0,1,1,9.8799
8423,DataTech Solutions,Search,All Ages,60 days,Facebook,0.06,"$17,133.00",2.5,New York,Spanish,948,4082,2,Outdoor Adventurers,2021-01-28,17133.0,60.0,1,1,23.2239
8424,Alpha Innovations,Display,Women 35-44,45 days,Google Ads,0.03,"$13,147.00",5.21,Chicago,English,558,8182,7,Outdoor Adventurers,2021-01-29,13147.0,45.0,1,1,6.8198
8425,Alpha Innovations,Email,Women 35-44,30 days,Google Ads,0.1,"$6,422.00",7.75,Los Angeles,English,791,3606,9,Fashionistas,2021-01-30,6422.0,30.0,1,1,21.9357
8426,NexGen Systems,Search,Men 18-24,15 days,Website,0.03,"$6,188.00",7.66,Los Angeles,Spanish,916,8814,2,Health & Wellness,2021-01-31,6188.0,15.0,1,1,10.3926
8427,Alpha Innovations,Display,Women 35-44,15 days,Facebook,0.14,"$10,509.00",2.56,New York,French,490,8790,7,Foodies,2021-02-01,10509.0,15.0,2,1,5.5745
8428,TechCorp,Display,Men 18-24,45 days,Google Ads,0.12,"$19,916.00",3.09,Miami,French,164,1162,2,Tech Enthusiasts,2021-02-02,19916.0,45.0,2,1,14.1136
8429,NexGen Systems,Display,Men 18-24,45 days,Google Ads,0.03,"$19,009.00",6.12,Houston,Spanish,376,4393,8,Health & Wellness,2021-02-03,19009.0,45.0,2,1,8.5591
8430,TechCorp,Search,Women 35-44,30 days,Email,0.14,"$18,046.00",4.34,Miami,French,991,8998,7,Health & Wellness,2021-02-04,18046.0,30.0,2,1,11.0136
8431,DataTech Solutions,Email,Women 25-34,60 days,Email,0.08,"$10,233.00",2.45,Miami,English,735,1456,5,Outdoor Adventurers,2021-02-05,10233.0,60.0,2,1,50.4808
8432,TechCorp,Influencer,Women 25-34,45 days,Email,0.06,"$9,554.00",4.03,Chicago,English,763,5005,4,Outdoor Adventurers,2021-02-06,9554.0,45.0,2,1,15.2448
8433,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,0.05,"$14,323.00",4.88,Chicago,French,793,3851,9,Foodies,2021-02-07,14323.0,30.0,2,1,20.5921
8434,Alpha Innovations,Display,All Ages,30 days,Email,0.04,"$12,376.00",3.43,Chicago,Mandarin,875,3050,4,Foodies,2021-02-08,12376.0,30.0,2,1,28.6885
8435,DataTech Solutions,Influencer,Men 25-34,60 days,Email,0.04,"$5,307.00",5.8,Chicago,English,899,9621,3,Tech Enthusiasts,2021-02-09,5307.0,60.0,2,1,9.3441
