Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
8725,TechCorp,Email,Men 25-34,30 days,Instagram,0.11,"$8,367.00",4.8,Houston,French,819,2369,4,Health & Wellness,2021-11-26
8726,TechCorp,Display,Men 25-34,60 days,Website,0.03,"$14,922.00",6.48,Miami,German,411,2675,4,Fashionistas,2021-11-27
8727,Alpha Innovations,Email,All Ages,30 days,Email,0.14,"$7,464.00",4.53,Houston,Mandarin,618,3501,4,Outdoor Adventurers,2021-11-28
8728,Innovate Industries,Influencer,Men 18-24,15 days,Facebook,0.13,"$19,691.00",2.32,Chicago,Spanish,702,2664,1,Tech Enthusiasts,2021-11-29
8729,DataTech Solutions,Social Media,Women 35-44,45 days,Email,0.1,"$9,810.00",5.17,Houston,English,947,2661,6,Tech Enthusiasts,2021-11-30
8730,NexGen Systems,Influencer,All Ages,30 days,Website,0.08,"$8,724.00",5.46,Houston,Spanish,970,8926,6,Tech Enthusiasts,2021-12-01
8731,NexGen Systems,Search,Men 25-34,30 days,Instagram,0.08,"$17,547.00",5.43,Chicago,Mandarin,454,5997,10,Tech Enthusiasts,2021-12-02
8732,TechCorp,Email,Women 25-34,45 days,Facebook,0.06,"$13,955.00",2.61,Miami,Spanish,508,9942,6,Foodies,2021-12-03
8733,TechCorp,Search,Men 25-34,15 days,Facebook,0.15,"$16,945.00",2.04,Chicago,German,252,5314,2,Outdoor Adventurers,2021-12-04
8734,NexGen Systems,Influencer,Men 18-24,15 days,Facebook,0.03,"$19,918.00",2.57,Chicago,English,388,9093,2,Tech Enthusiasts,2021-12-05
8735,Innovate Industries,Display,Men 25-34,15 days,YouTube,0.09,"$6,871.00",7.69,Chicago,German,313,1030,5,Foodies,2021-12-06
8736,NexGen Systems,Email,Women 35-44,15 days,Google Ads,0.06,"$17,939.00",5.95,Chicago,Mandarin,223,2641,6,Foodies,2021-12-07
8737,Alpha Innovations,Social Media,Women 25-34,15 days,Website,0.1,"$14,453.00",3.15,Chicago,English,373,5069,7,Outdoor Adventurers,2021-12-08
8738,TechCorp,Search,Men 25-34,45 days,YouTube,0.15,"$18,110.00",7.7,New York,Mandarin,887,6252,1,Foodies,2021-12-09
8739,Innovate Industries,Display,Women 35-44,45 days,Website,0.09,"$13,671.00",2.15,New York,German,895,2787,9,Fashionistas,2021-12-10
8740,NexGen Systems,Social Media,Men 25-34,15 days,Google Ads,0.03,"$11,090.00",4.34,Los Angeles,English,662,4091,4,Fashionistas,2021-12-11
8741,DataTech Solutions,Influencer,Men 25-34,45 days,Facebook,0.13,"$7,363.00",6.7,Los Angeles,Mandarin,372,7073,9,Outdoor Adventurers,2021-12-12
8742,NexGen Systems,Influencer,Men 18-24,45 days,Website,0.1,"$18,683.00",6.42,Chicago,Spanish,872,2245,4,Outdoor Adventurers,2021-12-13
8743,Alpha Innovations,Influencer,All Ages,60 days,Instagram,0.05,"$6,012.00",6.64,Houston,Mandarin,900,8598,9,Foodies,2021-12-14
8744,Innovate Industries,Search,Men 18-24,30 days,Facebook,0.09,"$15,053.00",2.08,New York,Mandarin,458,8167,9,Health & Wellness,2021-12-15
8745,DataTech Solutions,Social Media,Men 18-24,45 days,Instagram,0.05,"$15,914.00",5.1,New York,Spanish,163,9453,3,Health & Wellness,2021-12-16
8746,DataTech Solutions,Display,Women 25-34,60 days,Instagram,0.03,"$8,942.00",4.64,Miami,French,798,6829,5,Outdoor Adventurers,2021-12-17
8747,NexGen Systems,Search,Men 18-24,15 days,Instagram,0.03,"$8,309.00",4.86,Miami,German,569,1820,9,Fashionistas,2021-12-18
8748,TechCorp,Email,Women 25-34,45 days,Google Ads,0.13,"$17,137.00",3.05,Chicago,French,698,8087,9,Fashionistas,2021-12-19
8749,Innovate Industries,Display,Men 18-24,15 days,Instagram,0.11,"$13,387.00",3.77,Los Angeles,English,576,3410,7,Fashionistas,2021-12-20
8750,TechCorp,Display,All Ages,60 days,Email,0.09,"$19,161.00",7.58,Chicago,French,497,7194,1,Foodies,2021-12-21
8751,Innovate Industries,Social Media,Men 18-24,30 days,Website,0.05,"$8,474.00",4.04,Los Angeles,English,988,3770,9,Outdoor Adventurers,2021-12-22
8752,Innovate Industries,Display,Men 25-34,45 days,YouTube,0.02,"$19,780.00",7.84,New York,German,687,1811,9,Tech Enthusiasts,2021-12-23
8753,Alpha Innovations,Email,Men 18-24,15 days,YouTube,0.13,"$17,207.00",5.2,Miami,French,327,6176,8,Outdoor Adventurers,2021-12-24
8754,DataTech Solutions,Search,All Ages,15 days,Instagram,0.09,"$18,864.00",3.75,Houston,German,334,2662,9,Outdoor Adventurers,2021-12-25
8755,Innovate Industries,Display,Women 25-34,45 days,Google Ads,0.05,"$9,791.00",7.69,Chicago,French,134,1094,3,Outdoor Adventurers,2021-12-26
8756,DataTech Solutions,Search,All Ages,45 days,Facebook,0.07,"$12,640.00",6.41,New York,English,656,3318,3,Foodies,2021-12-27
8757,Innovate Industries,Search,Women 25-34,15 days,Google Ads,0.03,"$15,125.00",2.06,Houston,German,919,8690,4,Fashionistas,2021-12-28
8758,DataTech Solutions,Search,Women 35-44,30 days,Instagram,0.09,"$17,541.00",2.49,Los Angeles,Mandarin,273,3864,8,Fashionistas,2021-12-29
8759,NexGen Systems,Search,Women 25-34,45 days,Instagram,0.08,"$11,716.00",6.61,New York,French,393,7367,4,Foodies,2021-12-30
8760,DataTech Solutions,Social Media,Women 25-34,15 days,Google Ads,0.13,"$13,718.00",2.71,Miami,English,728,1776,4,Tech Enthusiasts,2021-12-31
8761,DataTech Solutions,Social Media,Men 25-34,15 days,Google Ads,0.08,"$17,758.00",4.0,Miami,Mandarin,620,5282,9,Foodies,2021-01-01
8762,DataTech Solutions,Email,Women 35-44,45 days,Website,0.07,"$9,730.00",4.58,Houston,German,850,5962,1,Outdoor Adventurers,2021-01-02
8763,TechCorp,Influencer,Women 35-44,60 days,Website,0.06,"$7,824.00",5.06,Los Angeles,Spanish,726,8195,1,Tech Enthusiasts,2021-01-03
8764,NexGen Systems,Search,Women 25-34,15 days,Google Ads,0.06,"$16,504.00",5.63,Chicago,German,315,9624,4,Fashionistas,2021-01-04
8765,TechCorp,Social Media,Men 18-24,45 days,Facebook,0.14,"$15,772.00",4.16,Houston,Mandarin,888,4687,2,Tech Enthusiasts,2021-01-05
8766,Innovate Industries,Email,Women 35-44,15 days,Facebook,0.09,"$10,312.00",3.99,Chicago,French,299,9273,9,Outdoor Adventurers,2021-01-06
8767,TechCorp,Social Media,Men 25-34,60 days,Facebook,0.04,"$7,890.00",3.95,Miami,German,604,1080,6,Health & Wellness,2021-01-07
8768,TechCorp,Email,All Ages,30 days,Website,0.07,"$11,891.00",4.84,Los Angeles,Spanish,572,3440,7,Foodies,2021-01-08
8769,DataTech Solutions,Influencer,Women 35-44,15 days,Website,0.06,"$19,769.00",6.02,Los Angeles,Mandarin,804,6675,3,Foodies,2021-01-09
8770,Alpha Innovations,Display,Women 35-44,15 days,Instagram,0.07,"$6,181.00",4.67,Chicago,Mandarin,135,8988,6,Outdoor Adventurers,2021-01-10
8771,Alpha Innovations,Email,Men 25-34,60 days,Facebook,0.12,"$13,317.00",3.89,Miami,English,563,1510,4,Health & Wellness,2021-01-11
8772,NexGen Systems,Display,Women 35-44,15 days,Website,0.09,"$13,711.00",5.99,New York,German,505,8588,3,Outdoor Adventurers,2021-01-12
8773,DataTech Solutions,Influencer,Men 18-24,30 days,Facebook,0.1,"$7,451.00",4.23,Miami,Mandarin,211,5690,5,Foodies,2021-01-13
8774,TechCorp,Email,Men 25-34,15 days,Google Ads,0.06,"$14,968.00",3.37,New York,French,216,2482,3,Outdoor Adventurers,2021-01-14
8775,NexGen Systems,Search,All Ages,30 days,Website,0.05,"$9,459.00",7.47,Chicago,German,425,5826,10,Outdoor Adventurers,2021-01-15
8776,Innovate Industries,Social Media,All Ages,30 days,Instagram,0.11,"$7,292.00",2.82,Los Angeles,Mandarin,606,3078,2,Outdoor Adventurers,2021-01-16
8777,DataTech Solutions,Email,All Ages,30 days,Website,0.05,"$8,935.00",6.55,Chicago,Spanish,807,2620,3,Outdoor Adventurers,2021-01-17
8778,DataTech Solutions,Display,Women 25-34,60 days,Email,0.12,"$9,964.00",3.53,Los Angeles,Mandarin,798,6464,6,Fashionistas,2021-01-18
8779,Innovate Industries,Display,All Ages,30 days,Email,0.12,"$16,993.00",7.64,Chicago,French,912,9952,1,Tech Enthusiasts,2021-01-19
8780,NexGen Systems,Social Media,Women 35-44,15 days,Facebook,0.13,"$6,782.00",5.89,Houston,English,199,7280,9,Tech Enthusiasts,2021-01-20
8781,TechCorp,Search,Men 18-24,45 days,Google Ads,0.15,"$14,611.00",5.83,Miami,German,795,8854,2,Foodies,2021-01-21
8782,Alpha Innovations,Social Media,All Ages,45 days,Facebook,0.04,"$12,976.00",3.96,Chicago,French,676,5574,6,Tech Enthusiasts,2021-01-22
8783,NexGen Systems,Search,Men 25-34,15 days,Email,0.09,"$12,615.00",4.54,New York,Spanish,705,9499,5,Health & Wellness,2021-01-23
8784,Innovate Industries,Display,Men 18-24,60 days,Email,0.06,"$9,673.00",5.6,Houston,Spanish,220,3198,7,Foodies,2021-01-24
8785,NexGen Systems,Email,Men 18-24,15 days,Website,0.03,"$18,991.00",7.85,New York,Mandarin,340,7690,7,Tech Enthusiasts,2021-01-25
8786,Innovate Industries,Display,Women 25-34,45 days,Facebook,0.04,"$12,175.00",2.93,Houston,Spanish,940,7958,3,Foodies,2021-01-26
8787,DataTech Solutions,Search,Men 25-34,45 days,Email,0.07,"$17,230.00",2.61,Chicago,German,702,7809,8,Outdoor Adventurers,2021-01-27
8788,Innovate Industries,Display,All Ages,30 days,Email,0.04,"$18,467.00",2.97,New York,Mandarin,276,2686,7,Foodies,2021-01-28
8789,Innovate Industries,Email,Men 25-34,45 days,YouTube,0.09,"$11,460.00",2.03,Chicago,German,192,1898,5,Foodies,2021-01-29
8790,TechCorp,Email,Men 18-24,45 days,Website,0.03,"$9,569.00",7.17,Los Angeles,French,808,3576,9,Foodies,2021-01-30
8791,TechCorp,Social Media,Women 25-34,15 days,Instagram,0.07,"$12,668.00",5.6,Houston,English,188,4957,1,Foodies,2021-01-31
8792,TechCorp,Email,All Ages,45 days,Email,0.09,"$15,289.00",6.53,Chicago,Spanish,600,8053,8,Tech Enthusiasts,2021-02-01
8793,Innovate Industries,Influencer,Women 25-34,15 days,Google Ads,0.13,"$10,227.00",3.17,Miami,English,443,1938,2,Tech Enthusiasts,2021-02-02
8794,DataTech Solutions,Influencer,All Ages,30 days,Instagram,0.04,"$6,278.00",7.59,Houston,French,969,6046,4,Foodies,2021-02-03
8795,Alpha Innovations,Social Media,Women 35-44,45 days,Website,0.15,"$12,596.00",5.65,Los Angeles,French,554,1895,6,Foodies,2021-02-04
8796,Innovate Industries,Search,Men 25-34,15 days,Website,0.11,"$17,121.00",6.57,New York,French,844,4649,3,Outdoor Adventurers,2021-02-05
8797,Alpha Innovations,Search,Women 35-44,60 days,YouTube,0.03,"$14,581.00",2.01,Houston,French,567,4152,4,Tech Enthusiasts,2021-02-06
8798,Alpha Innovations,Display,Men 25-34,30 days,Email,0.03,"$7,435.00",4.47,Los Angeles,German,167,1893,7,Tech Enthusiasts,2021-02-07
8799,Alpha Innovations,Social Media,Women 35-44,45 days,Google Ads,0.04,"$10,730.00",6.91,Miami,Mandarin,341,4540,8,Foodies,2021-02-08
8800,Innovate Industries,Search,Men 25-34,60 days,Email,0.05,"$14,678.00",3.96,Houston,English,234,7605,2,Health & Wellness,2021-02-09
8801,TechCorp,Social Media,All Ages,45 days,Google Ads,0.06,"$11,649.00",4.86,Chicago,Mandarin,706,9768,3,Fashionistas,2021-02-10
8802,DataTech Solutions,Influencer,Women 25-34,45 days,YouTube,0.13,"$7,139.00",3.23,New York,English,234,3572,8,Tech Enthusiasts,2021-02-11
8803,Alpha Innovations,Email,Men 18-24,60 days,Instagram,0.02,"$9,051.00",2.54,New York,Spanish,206,4287,2,Tech Enthusiasts,2021-02-12
8804,Innovate Industries,Display,Women 25-34,30 days,Facebook,0.02,"$17,872.00",4.57,Chicago,French,759,4110,4,Foodies,2021-02-13
8805,TechCorp,Social Media,Men 25-34,60 days,YouTube,0.02,"$8,387.00",2.9,Los Angeles,French,952,9018,2,Health & Wellness,2021-02-14
8806,DataTech Solutions,Influencer,All Ages,45 days,Email,0.06,"$16,776.00",4.82,Houston,Spanish,1000,3099,6,Outdoor Adventurers,2021-02-15
8807,Alpha Innovations,Social Media,Women 35-44,45 days,Instagram,0.09,"$6,597.00",5.52,Chicago,Mandarin,396,9558,1,Foodies,2021-02-16
8808,NexGen Systems,Email,Women 25-34,30 days,YouTube,0.14,"$8,063.00",2.64,Chicago,French,586,7673,7,Outdoor Adventurers,2021-02-17
8809,NexGen Systems,Email,Men 25-34,15 days,Instagram,0.05,"$18,235.00",5.71,Miami,Mandarin,680,7972,1,Foodies,2021-02-18
8810,TechCorp,Display,Men 18-24,45 days,Instagram,0.07,"$15,320.00",7.36,New York,Spanish,216,3195,6,Fashionistas,2021-02-19
8811,NexGen Systems,Display,Women 35-44,30 days,Instagram,0.03,"$10,705.00",3.71,Chicago,French,338,9815,1,Fashionistas,2021-02-20
8812,NexGen Systems,Display,Women 35-44,30 days,Instagram,0.13,"$14,836.00",5.75,Miami,Mandarin,650,3837,2,Health & Wellness,2021-02-21
8813,Innovate Industries,Social Media,Men 18-24,45 days,Instagram,0.09,"$5,808.00",5.22,Houston,Mandarin,466,9985,10,Health & Wellness,2021-02-22
8814,DataTech Solutions,Display,All Ages,30 days,Instagram,0.12,"$15,691.00",6.11,New York,Spanish,447,4699,1,Fashionistas,2021-02-23
8815,DataTech Solutions,Email,All Ages,30 days,Email,0.08,"$18,387.00",7.01,Houston,Mandarin,465,2824,9,Health & Wellness,2021-02-24
8816,NexGen Systems,Display,Women 25-34,45 days,Website,0.14,"$6,213.00",6.87,Houston,Mandarin,537,2813,10,Health & Wellness,2021-02-25
8817,NexGen Systems,Social Media,All Ages,15 days,YouTube,0.13,"$18,526.00",5.81,Chicago,Spanish,351,1358,6,Tech Enthusiasts,2021-02-26
8818,Innovate Industries,Display,All Ages,45 days,Website,0.01,"$11,270.00",3.14,New York,French,229,1469,4,Foodies,2021-02-27
8819,TechCorp,Display,All Ages,15 days,Facebook,0.09,"$8,535.00",3.77,New York,Spanish,506,4427,10,Fashionistas,2021-02-28
8820,Innovate Industries,Influencer,Men 18-24,30 days,Instagram,0.07,"$5,056.00",2.55,Miami,French,620,6263,6,Fashionistas,2021-03-01
8821,TechCorp,Email,Women 35-44,15 days,Instagram,0.12,"$10,125.00",6.2,Houston,French,743,6097,6,Foodies,2021-03-02
8822,TechCorp,Display,Men 25-34,60 days,Google Ads,0.14,"$19,536.00",6.67,Houston,English,458,4412,9,Fashionistas,2021-03-03
8823,Innovate Industries,Social Media,Men 25-34,30 days,YouTube,0.1,"$14,895.00",6.69,Los Angeles,French,921,6965,9,Tech Enthusiasts,2021-03-04
8824,Alpha Innovations,Display,Women 25-34,30 days,Email,0.07,"$5,730.00",5.54,Houston,French,434,4219,9,Foodies,2021-03-05
8825,NexGen Systems,Display,Men 25-34,30 days,Email,0.07,"$11,867.00",2.29,New York,Mandarin,254,1702,6,Health & Wellness,2021-03-06
8826,DataTech Solutions,Influencer,Men 18-24,15 days,YouTube,0.06,"$18,556.00",3.95,Houston,Spanish,533,1565,1,Tech Enthusiasts,2021-03-07
8827,Innovate Industries,Email,Men 25-34,60 days,Instagram,0.12,"$7,766.00",6.58,Chicago,English,556,8902,5,Outdoor Adventurers,2021-03-08
8828,DataTech Solutions,Influencer,Women 25-34,45 days,Google Ads,0.01,"$5,080.00",2.52,New York,German,479,7099,2,Tech Enthusiasts,2021-03-09
8829,Innovate Industries,Social Media,All Ages,45 days,YouTube,0.12,"$11,353.00",4.1,Chicago,Spanish,108,6001,8,Fashionistas,2021-03-10
8830,NexGen Systems,Email,Men 25-34,60 days,Website,0.13,"$17,870.00",6.76,Houston,German,499,1374,8,Fashionistas,2021-03-11
8831,NexGen Systems,Email,Men 25-34,30 days,Website,0.03,"$5,314.00",6.94,Miami,English,113,7888,9,Foodies,2021-03-12
8832,DataTech Solutions,Email,Women 25-34,15 days,YouTube,0.02,"$14,892.00",5.77,Houston,Mandarin,160,5090,4,Fashionistas,2021-03-13
8833,TechCorp,Influencer,Women 35-44,60 days,Website,0.1,"$13,137.00",2.69,New York,Mandarin,500,2669,10,Tech Enthusiasts,2021-03-14
8834,TechCorp,Social Media,Women 25-34,30 days,Google Ads,0.06,"$16,288.00",6.62,New York,Spanish,886,8096,10,Foodies,2021-03-15
8835,Alpha Innovations,Display,Women 35-44,45 days,Website,0.1,"$8,963.00",2.49,New York,German,439,2589,6,Fashionistas,2021-03-16
8836,Alpha Innovations,Display,Men 18-24,45 days,Google Ads,0.05,"$17,598.00",5.13,New York,English,555,8890,4,Fashionistas,2021-03-17
8837,Alpha Innovations,Influencer,Women 35-44,60 days,Google Ads,0.04,"$13,756.00",3.11,Los Angeles,Mandarin,624,6647,6,Fashionistas,2021-03-18
8838,Innovate Industries,Search,Men 25-34,60 days,Website,0.08,"$19,906.00",4.33,Miami,Spanish,905,8925,5,Outdoor Adventurers,2021-03-19
8839,Alpha Innovations,Influencer,Men 18-24,30 days,Facebook,0.11,"$5,434.00",3.26,Miami,Spanish,324,6059,5,Fashionistas,2021-03-20
8840,TechCorp,Social Media,Women 25-34,15 days,Website,0.13,"$18,894.00",7.01,Houston,Spanish,834,9427,9,Foodies,2021-03-21
8841,Alpha Innovations,Influencer,All Ages,30 days,Email,0.13,"$19,539.00",3.2,New York,Spanish,707,7835,1,Health & Wellness,2021-03-22
8842,NexGen Systems,Social Media,Men 18-24,15 days,Website,0.02,"$8,841.00",4.01,Miami,English,641,2312,6,Foodies,2021-03-23
8843,Innovate Industries,Email,Women 35-44,45 days,Facebook,0.13,"$18,301.00",2.33,Los Angeles,English,920,5182,8,Outdoor Adventurers,2021-03-24
8844,Innovate Industries,Search,Women 35-44,60 days,Website,0.02,"$5,336.00",5.0,Chicago,English,442,4067,1,Tech Enthusiasts,2021-03-25
8845,DataTech Solutions,Display,Women 35-44,30 days,Instagram,0.13,"$6,537.00",5.4,Los Angeles,German,163,7084,3,Tech Enthusiasts,2021-03-26
8846,TechCorp,Search,Women 25-34,15 days,Facebook,0.02,"$16,820.00",6.09,Los Angeles,German,460,3243,7,Fashionistas,2021-03-27
8847,Innovate Industries,Display,Men 25-34,30 days,Email,0.08,"$17,071.00",5.66,New York,French,100,1349,4,Foodies,2021-03-28
8848,NexGen Systems,Email,Women 25-34,60 days,Instagram,0.02,"$9,041.00",5.0,Houston,French,446,3013,4,Health & Wellness,2021-03-29
8849,NexGen Systems,Influencer,Men 18-24,30 days,Instagram,0.08,"$5,543.00",6.27,Chicago,Mandarin,893,5941,10,Fashionistas,2021-03-30
8850,NexGen Systems,Search,Women 25-34,15 days,Google Ads,0.15,"$17,404.00",5.36,Los Angeles,Spanish,343,7009,1,Fashionistas,2021-03-31
8851,TechCorp,Display,Men 25-34,30 days,Facebook,0.03,"$6,285.00",2.6,Houston,Spanish,954,5521,5,Fashionistas,2021-04-01
8852,Innovate Industries,Search,All Ages,30 days,Email,0.09,"$5,044.00",4.89,Chicago,Spanish,632,8093,7,Foodies,2021-04-02
8853,DataTech Solutions,Display,Women 25-34,15 days,YouTube,0.07,"$5,187.00",7.55,Chicago,French,276,8480,7,Foodies,2021-04-03
8854,Alpha Innovations,Influencer,Women 35-44,30 days,YouTube,0.03,"$5,146.00",3.13,Miami,English,397,4863,4,Outdoor Adventurers,2021-04-04
8855,Alpha Innovations,Email,All Ages,60 days,Facebook,0.05,"$6,285.00",7.08,Miami,French,176,3414,7,Health & Wellness,2021-04-05
8856,TechCorp,Social Media,All Ages,60 days,Email,0.14,"$13,990.00",6.5,Los Angeles,Spanish,657,5990,3,Fashionistas,2021-04-06
8857,Innovate Industries,Display,Men 18-24,30 days,YouTube,0.01,"$5,706.00",6.6,Los Angeles,Spanish,885,3957,6,Foodies,2021-04-07
8858,TechCorp,Search,All Ages,45 days,Facebook,0.14,"$18,567.00",2.06,Houston,German,877,6780,6,Health & Wellness,2021-04-08
8859,Innovate Industries,Display,All Ages,30 days,YouTube,0.13,"$9,579.00",2.65,Chicago,German,130,4176,10,Health & Wellness,2021-04-09
8860,Innovate Industries,Search,Men 25-34,45 days,Email,0.08,"$12,054.00",5.05,Chicago,Mandarin,768,2025,1,Fashionistas,2021-04-10
8861,Innovate Industries,Display,Men 18-24,45 days,Website,0.05,"$16,773.00",2.77,Los Angeles,Mandarin,444,1475,10,Outdoor Adventurers,2021-04-11
8862,Innovate Industries,Search,Women 35-44,45 days,YouTube,0.14,"$9,246.00",3.86,Houston,Mandarin,489,8097,5,Foodies,2021-04-12
8863,TechCorp,Email,Women 35-44,15 days,Website,0.1,"$13,093.00",4.33,Los Angeles,Mandarin,775,6472,2,Fashionistas,2021-04-13
8864,DataTech Solutions,Social Media,Men 25-34,60 days,Email,0.02,"$5,270.00",3.6,Los Angeles,Spanish,541,3429,5,Outdoor Adventurers,2021-04-14
8865,Alpha Innovations,Influencer,Men 18-24,45 days,YouTube,0.08,"$7,275.00",2.84,Miami,German,464,1425,9,Fashionistas,2021-04-15
8866,Alpha Innovations,Email,Women 35-44,15 days,Facebook,0.12,"$5,436.00",6.7,New York,English,288,6555,6,Outdoor Adventurers,2021-04-16
8867,DataTech Solutions,Email,All Ages,30 days,Email,0.07,"$12,709.00",5.91,Houston,Spanish,590,7284,10,Tech Enthusiasts,2021-04-17
8868,Alpha Innovations,Search,All Ages,30 days,Instagram,0.04,"$19,855.00",7.7,New York,Spanish,692,5238,5,Tech Enthusiasts,2021-04-18
8869,TechCorp,Search,Men 25-34,60 days,Instagram,0.13,"$19,487.00",6.89,Houston,French,461,9638,1,Health & Wellness,2021-04-19
8870,DataTech Solutions,Email,All Ages,30 days,Facebook,0.15,"$10,477.00",5.58,New York,Spanish,831,2814,3,Tech Enthusiasts,2021-04-20
8871,DataTech Solutions,Display,Women 25-34,30 days,YouTube,0.05,"$17,979.00",2.77,New York,French,657,6788,1,Health & Wellness,2021-04-21
8872,TechCorp,Search,All Ages,45 days,YouTube,0.07,"$14,509.00",3.56,Chicago,French,606,1972,3,Tech Enthusiasts,2021-04-22
8873,Alpha Innovations,Social Media,All Ages,15 days,Facebook,0.06,"$18,749.00",3.28,Chicago,Spanish,302,2172,8,Health & Wellness,2021-04-23
8874,TechCorp,Email,Men 18-24,60 days,YouTube,0.11,"$19,212.00",6.61,Houston,French,393,6510,10,Fashionistas,2021-04-24
8875,DataTech Solutions,Display,Women 25-34,30 days,Facebook,0.1,"$9,839.00",6.12,Los Angeles,German,155,6581,2,Health & Wellness,2021-04-25
8876,NexGen Systems,Search,Men 18-24,45 days,Facebook,0.05,"$10,345.00",4.06,Los Angeles,French,223,4221,1,Foodies,2021-04-26
8877,TechCorp,Influencer,All Ages,30 days,Instagram,0.14,"$14,069.00",3.47,Los Angeles,Mandarin,269,7048,5,Tech Enthusiasts,2021-04-27
8878,NexGen Systems,Search,Women 35-44,30 days,Instagram,0.09,"$19,950.00",7.63,Los Angeles,German,556,5517,10,Fashionistas,2021-04-28
8879,DataTech Solutions,Search,All Ages,60 days,Facebook,0.1,"$18,632.00",7.67,Los Angeles,English,571,7497,2,Fashionistas,2021-04-29
8880,DataTech Solutions,Display,Men 18-24,15 days,Email,0.1,"$13,063.00",3.33,Los Angeles,Spanish,356,6125,4,Foodies,2021-04-30
8881,TechCorp,Search,Women 35-44,60 days,YouTube,0.09,"$16,983.00",3.54,Miami,French,545,8342,6,Outdoor Adventurers,2021-05-01
8882,NexGen Systems,Influencer,All Ages,30 days,YouTube,0.04,"$9,403.00",6.96,Houston,English,621,3104,10,Foodies,2021-05-02
8883,DataTech Solutions,Social Media,All Ages,30 days,Facebook,0.02,"$5,318.00",2.51,Houston,German,873,7519,9,Outdoor Adventurers,2021-05-03
8884,DataTech Solutions,Email,Men 18-24,45 days,YouTube,0.03,"$19,724.00",2.48,Los Angeles,French,578,5746,5,Fashionistas,2021-05-04
8885,Innovate Industries,Display,Men 18-24,30 days,Email,0.1,"$18,197.00",5.18,Miami,Mandarin,154,2991,9,Tech Enthusiasts,2021-05-05
8886,Alpha Innovations,Influencer,Women 25-34,15 days,Website,0.1,"$10,167.00",6.09,Los Angeles,Mandarin,562,9338,10,Tech Enthusiasts,2021-05-06
8887,TechCorp,Display,All Ages,30 days,Email,0.09,"$7,961.00",3.09,Miami,Spanish,939,3146,1,Fashionistas,2021-05-07
8888,DataTech Solutions,Display,All Ages,60 days,Facebook,0.09,"$8,970.00",6.69,Los Angeles,Mandarin,426,8470,10,Fashionistas,2021-05-08
8889,Innovate Industries,Social Media,All Ages,30 days,Website,0.14,"$15,038.00",4.58,New York,Spanish,950,4831,7,Tech Enthusiasts,2021-05-09
8890,DataTech Solutions,Influencer,Men 25-34,15 days,Instagram,0.03,"$15,025.00",3.21,Los Angeles,Mandarin,877,7502,10,Health & Wellness,2021-05-10
8891,NexGen Systems,Email,Men 18-24,15 days,Instagram,0.15,"$9,937.00",5.66,New York,English,931,7395,1,Outdoor Adventurers,2021-05-11
8892,DataTech Solutions,Email,Men 18-24,30 days,YouTube,0.03,"$6,443.00",7.61,Chicago,German,907,4338,5,Foodies,2021-05-12
8893,Alpha Innovations,Influencer,All Ages,30 days,Website,0.12,"$7,136.00",7.13,Los Angeles,French,820,6438,8,Tech Enthusiasts,2021-05-13
8894,NexGen Systems,Email,Men 18-24,60 days,Instagram,0.08,"$13,561.00",5.27,Miami,Spanish,211,2065,7,Tech Enthusiasts,2021-05-14
8895,TechCorp,Influencer,Women 35-44,45 days,Email,0.11,"$13,913.00",5.92,Los Angeles,Spanish,189,2679,5,Foodies,2021-05-15
8896,NexGen Systems,Social Media,Women 25-34,45 days,Google Ads,0.02,"$7,671.00",5.03,Miami,French,550,4157,1,Tech Enthusiasts,2021-05-16
8897,DataTech Solutions,Email,Men 25-34,15 days,Facebook,0.11,"$14,373.00",7.5,Los Angeles,English,649,1480,9,Fashionistas,2021-05-17
8898,NexGen Systems,Email,Women 25-34,15 days,Facebook,0.08,"$9,514.00",7.83,Los Angeles,French,825,3611,1,Health & Wellness,2021-05-18
8899,Alpha Innovations,Influencer,Women 25-34,45 days,YouTube,0.04,"$16,350.00",3.96,Los Angeles,English,740,6728,8,Health & Wellness,2021-05-19
8900,DataTech Solutions,Social Media,Men 25-34,15 days,Website,0.07,"$18,256.00",6.15,Houston,German,589,1823,3,Outdoor Adventurers,2021-05-20
8901,Innovate Industries,Influencer,Men 18-24,30 days,Instagram,0.12,"$19,571.00",3.42,Chicago,German,594,1302,1,Outdoor Adventurers,2021-05-21
8902,Innovate Industries,Influencer,Women 35-44,60 days,Facebook,0.06,"$18,434.00",6.78,Miami,German,320,1376,7,Tech Enthusiasts,2021-05-22
8903,TechCorp,Search,Women 35-44,60 days,Facebook,0.13,"$5,516.00",4.36,Chicago,Spanish,344,2482,3,Health & Wellness,2021-05-23
8904,TechCorp,Search,Men 25-34,45 days,Google Ads,0.03,"$6,191.00",6.24,New York,English,377,1254,6,Fashionistas,2021-05-24
8905,TechCorp,Display,Women 25-34,15 days,Website,0.09,"$18,015.00",5.72,Los Angeles,Mandarin,822,10000,5,Outdoor Adventurers,2021-05-25
8906,DataTech Solutions,Search,Women 25-34,30 days,Facebook,0.08,"$18,800.00",5.49,Los Angeles,English,951,6543,3,Foodies,2021-05-26
